zip,ocd
12553,ocd-division/country:us/state:ny/cd:18
12553,ocd-division/country:us/state:ny
12561,ocd-division/country:us/state:ny/cd:19
12561,ocd-division/country:us/state:ny
12563,ocd-division/country:us/state:ny/cd:18
12563,ocd-division/country:us/state:ny
12564,ocd-division/country:us/state:ny/cd:19
12564,ocd-division/country:us/state:ny
12565,ocd-division/country:us/state:ny/cd:19
12565,ocd-division/country:us/state:ny
12566,ocd-division/country:us/state:ny/cd:18
12566,ocd-division/country:us/state:ny
12566,ocd-division/country:us/state:ny/cd:19
12567,ocd-division/country:us/state:ny/cd:19
12567,ocd-division/country:us/state:ny
12569,ocd-division/country:us/state:ny/cd:19
12569,ocd-division/country:us/state:ny
12570,ocd-division/country:us/state:ny/cd:19
12570,ocd-division/country:us/state:ny
12571,ocd-division/country:us/state:ny/cd:19
12571,ocd-division/country:us/state:ny
12572,ocd-division/country:us/state:ny/cd:19
12572,ocd-division/country:us/state:ny
12574,ocd-division/country:us/state:ny/cd:19
12574,ocd-division/country:us/state:ny
12575,ocd-division/country:us/state:ny/cd:18
12575,ocd-division/country:us/state:ny
12577,ocd-division/country:us/state:ny/cd:18
12577,ocd-division/country:us/state:ny
12578,ocd-division/country:us/state:ny/cd:19
12578,ocd-division/country:us/state:ny
12580,ocd-division/country:us/state:ny/cd:19
12580,ocd-division/country:us/state:ny
12581,ocd-division/country:us/state:ny/cd:19
12581,ocd-division/country:us/state:ny
12582,ocd-division/country:us/state:ny/cd:18
12582,ocd-division/country:us/state:ny
12582,ocd-division/country:us/state:ny/cd:19
12583,ocd-division/country:us/state:ny/cd:19
12583,ocd-division/country:us/state:ny
12585,ocd-division/country:us/state:ny/cd:19
12585,ocd-division/country:us/state:ny
12586,ocd-division/country:us/state:ny/cd:18
12586,ocd-division/country:us/state:ny
12586,ocd-division/country:us/state:ny/cd:19
12589,ocd-division/country:us/state:ny/cd:18
12589,ocd-division/country:us/state:ny
12589,ocd-division/country:us/state:ny/cd:19
12590,ocd-division/country:us/state:ny/cd:18
12590,ocd-division/country:us/state:ny
12590,ocd-division/country:us/state:ny/cd:19
12592,ocd-division/country:us/state:ny/cd:19
12592,ocd-division/country:us/state:ny
12594,ocd-division/country:us/state:ny/cd:19
12594,ocd-division/country:us/state:ny
12601,ocd-division/country:us/state:ny/cd:18
12601,ocd-division/country:us/state:ny
12601,ocd-division/country:us/state:ny/cd:19
12603,ocd-division/country:us/state:ny/cd:18
12603,ocd-division/country:us/state:ny
12603,ocd-division/country:us/state:ny/cd:19
12604,ocd-division/country:us/state:ny/cd:18
12604,ocd-division/country:us/state:ny
12701,ocd-division/country:us/state:ny/cd:19
12701,ocd-division/country:us/state:ny
12719,ocd-division/country:us/state:ny/cd:19
12719,ocd-division/country:us/state:ny
12720,ocd-division/country:us/state:ny/cd:19
12720,ocd-division/country:us/state:ny
12721,ocd-division/country:us/state:ny/cd:18
12721,ocd-division/country:us/state:ny
12721,ocd-division/country:us/state:ny/cd:19
12722,ocd-division/country:us/state:ny/cd:19
12722,ocd-division/country:us/state:ny
12723,ocd-division/country:us/state:ny/cd:19
12723,ocd-division/country:us/state:ny
12724,ocd-division/country:us/state:ny/cd:19
12724,ocd-division/country:us/state:ny
12725,ocd-division/country:us/state:ny/cd:19
12725,ocd-division/country:us/state:ny
12726,ocd-division/country:us/state:ny/cd:19
12726,ocd-division/country:us/state:ny
12729,ocd-division/country:us/state:ny/cd:18
12729,ocd-division/country:us/state:ny
12729,ocd-division/country:us/state:ny/cd:19
12732,ocd-division/country:us/state:ny/cd:19
12732,ocd-division/country:us/state:ny
12733,ocd-division/country:us/state:ny/cd:19
12733,ocd-division/country:us/state:ny
12734,ocd-division/country:us/state:ny/cd:19
12734,ocd-division/country:us/state:ny
12736,ocd-division/country:us/state:ny/cd:19
12736,ocd-division/country:us/state:ny
12737,ocd-division/country:us/state:ny/cd:19
12737,ocd-division/country:us/state:ny
12738,ocd-division/country:us/state:ny/cd:19
12738,ocd-division/country:us/state:ny
12740,ocd-division/country:us/state:ny/cd:19
12740,ocd-division/country:us/state:ny
12741,ocd-division/country:us/state:ny/cd:19
12741,ocd-division/country:us/state:ny
12742,ocd-division/country:us/state:ny/cd:19
12742,ocd-division/country:us/state:ny
12743,ocd-division/country:us/state:ny/cd:19
12743,ocd-division/country:us/state:ny
12745,ocd-division/country:us/state:ny/cd:19
12745,ocd-division/country:us/state:ny
12746,ocd-division/country:us/state:ny/cd:18
12746,ocd-division/country:us/state:ny
12747,ocd-division/country:us/state:ny/cd:19
12747,ocd-division/country:us/state:ny
12748,ocd-division/country:us/state:ny/cd:19
12748,ocd-division/country:us/state:ny
12749,ocd-division/country:us/state:ny/cd:19
12749,ocd-division/country:us/state:ny
12750,ocd-division/country:us/state:ny/cd:19
12750,ocd-division/country:us/state:ny
12751,ocd-division/country:us/state:ny/cd:19
12751,ocd-division/country:us/state:ny
12752,ocd-division/country:us/state:ny/cd:19
12752,ocd-division/country:us/state:ny
12754,ocd-division/country:us/state:ny/cd:19
12754,ocd-division/country:us/state:ny
12758,ocd-division/country:us/state:ny/cd:19
12758,ocd-division/country:us/state:ny
12759,ocd-division/country:us/state:ny/cd:19
12759,ocd-division/country:us/state:ny
12760,ocd-division/country:us/state:ny/cd:19
12760,ocd-division/country:us/state:ny
12762,ocd-division/country:us/state:ny/cd:19
12762,ocd-division/country:us/state:ny
12763,ocd-division/country:us/state:ny/cd:19
12763,ocd-division/country:us/state:ny
12764,ocd-division/country:us/state:ny/cd:19
12764,ocd-division/country:us/state:ny
12765,ocd-division/country:us/state:ny/cd:19
12765,ocd-division/country:us/state:ny
12766,ocd-division/country:us/state:ny/cd:19
12766,ocd-division/country:us/state:ny
12767,ocd-division/country:us/state:ny/cd:19
12767,ocd-division/country:us/state:ny
12768,ocd-division/country:us/state:ny/cd:19
12768,ocd-division/country:us/state:ny
12769,ocd-division/country:us/state:ny/cd:19
12769,ocd-division/country:us/state:ny
12770,ocd-division/country:us/state:ny/cd:19
12770,ocd-division/country:us/state:ny
12771,ocd-division/country:us/state:ny/cd:18
12771,ocd-division/country:us/state:ny
12775,ocd-division/country:us/state:ny/cd:19
12775,ocd-division/country:us/state:ny
12776,ocd-division/country:us/state:ny/cd:19
12776,ocd-division/country:us/state:ny
12777,ocd-division/country:us/state:ny/cd:19
12777,ocd-division/country:us/state:ny
12778,ocd-division/country:us/state:ny/cd:19
12778,ocd-division/country:us/state:ny
12779,ocd-division/country:us/state:ny/cd:19
12779,ocd-division/country:us/state:ny
12780,ocd-division/country:us/state:ny/cd:18
12780,ocd-division/country:us/state:ny
12780,ocd-division/country:us/state:ny/cd:19
12781,ocd-division/country:us/state:ny/cd:19
12781,ocd-division/country:us/state:ny
12783,ocd-division/country:us/state:ny/cd:19
12783,ocd-division/country:us/state:ny
12784,ocd-division/country:us/state:ny/cd:19
12784,ocd-division/country:us/state:ny
12785,ocd-division/country:us/state:ny/cd:18
12785,ocd-division/country:us/state:ny
12785,ocd-division/country:us/state:ny/cd:19
12786,ocd-division/country:us/state:ny/cd:19
12786,ocd-division/country:us/state:ny
12787,ocd-division/country:us/state:ny/cd:19
12787,ocd-division/country:us/state:ny
12788,ocd-division/country:us/state:ny/cd:19
12788,ocd-division/country:us/state:ny
12789,ocd-division/country:us/state:ny/cd:19
12789,ocd-division/country:us/state:ny
12790,ocd-division/country:us/state:ny/cd:19
12790,ocd-division/country:us/state:ny
12791,ocd-division/country:us/state:ny/cd:19
12791,ocd-division/country:us/state:ny
12792,ocd-division/country:us/state:ny/cd:19
12792,ocd-division/country:us/state:ny
12801,ocd-division/country:us/state:ny/cd:21
12801,ocd-division/country:us/state:ny
12803,ocd-division/country:us/state:ny/cd:21
12803,ocd-division/country:us/state:ny
12804,ocd-division/country:us/state:ny/cd:21
12804,ocd-division/country:us/state:ny
12808,ocd-division/country:us/state:ny/cd:21
12808,ocd-division/country:us/state:ny
12809,ocd-division/country:us/state:ny/cd:21
12809,ocd-division/country:us/state:ny
12810,ocd-division/country:us/state:ny/cd:21
12810,ocd-division/country:us/state:ny
12811,ocd-division/country:us/state:ny/cd:21
12811,ocd-division/country:us/state:ny
12812,ocd-division/country:us/state:ny/cd:21
12812,ocd-division/country:us/state:ny
12814,ocd-division/country:us/state:ny/cd:21
12814,ocd-division/country:us/state:ny
12815,ocd-division/country:us/state:ny/cd:21
12815,ocd-division/country:us/state:ny
12816,ocd-division/country:us/state:ny/cd:21
12816,ocd-division/country:us/state:ny
12817,ocd-division/country:us/state:ny/cd:21
12817,ocd-division/country:us/state:ny
12819,ocd-division/country:us/state:ny/cd:21
12819,ocd-division/country:us/state:ny
12821,ocd-division/country:us/state:ny/cd:21
12821,ocd-division/country:us/state:ny
12822,ocd-division/country:us/state:ny/cd:21
12822,ocd-division/country:us/state:ny
12823,ocd-division/country:us/state:ny/cd:21
12823,ocd-division/country:us/state:ny
12824,ocd-division/country:us/state:ny/cd:21
12824,ocd-division/country:us/state:ny
12827,ocd-division/country:us/state:ny/cd:21
12827,ocd-division/country:us/state:ny
12828,ocd-division/country:us/state:ny/cd:21
12828,ocd-division/country:us/state:ny
12831,ocd-division/country:us/state:ny/cd:21
12831,ocd-division/country:us/state:ny
12832,ocd-division/country:us/state:ny/cd:21
12832,ocd-division/country:us/state:ny
12833,ocd-division/country:us/state:ny/cd:20
12833,ocd-division/country:us/state:ny
12833,ocd-division/country:us/state:ny/cd:21
12834,ocd-division/country:us/state:ny/cd:21
12834,ocd-division/country:us/state:ny
12835,ocd-division/country:us/state:ny/cd:21
12835,ocd-division/country:us/state:ny
12836,ocd-division/country:us/state:ny/cd:21
12836,ocd-division/country:us/state:ny
12837,ocd-division/country:us/state:ny/cd:21
12837,ocd-division/country:us/state:ny
12838,ocd-division/country:us/state:ny/cd:21
12838,ocd-division/country:us/state:ny
12839,ocd-division/country:us/state:ny/cd:21
12839,ocd-division/country:us/state:ny
12841,ocd-division/country:us/state:ny/cd:21
12841,ocd-division/country:us/state:ny
12842,ocd-division/country:us/state:ny/cd:21
12842,ocd-division/country:us/state:ny
12843,ocd-division/country:us/state:ny/cd:21
12843,ocd-division/country:us/state:ny
12844,ocd-division/country:us/state:ny/cd:21
12844,ocd-division/country:us/state:ny
12845,ocd-division/country:us/state:ny/cd:21
12845,ocd-division/country:us/state:ny
12846,ocd-division/country:us/state:ny/cd:21
12846,ocd-division/country:us/state:ny
12847,ocd-division/country:us/state:ny/cd:21
12847,ocd-division/country:us/state:ny
12849,ocd-division/country:us/state:ny/cd:21
12849,ocd-division/country:us/state:ny
12850,ocd-division/country:us/state:ny/cd:21
12850,ocd-division/country:us/state:ny
12851,ocd-division/country:us/state:ny/cd:21
12851,ocd-division/country:us/state:ny
12852,ocd-division/country:us/state:ny/cd:21
12852,ocd-division/country:us/state:ny
12853,ocd-division/country:us/state:ny/cd:21
12853,ocd-division/country:us/state:ny
12855,ocd-division/country:us/state:ny/cd:21
12855,ocd-division/country:us/state:ny
12856,ocd-division/country:us/state:ny/cd:21
12856,ocd-division/country:us/state:ny
12857,ocd-division/country:us/state:ny/cd:21
12857,ocd-division/country:us/state:ny
12858,ocd-division/country:us/state:ny/cd:21
12858,ocd-division/country:us/state:ny
12859,ocd-division/country:us/state:ny/cd:21
12859,ocd-division/country:us/state:ny
12860,ocd-division/country:us/state:ny/cd:21
12860,ocd-division/country:us/state:ny
12861,ocd-division/country:us/state:ny/cd:21
12861,ocd-division/country:us/state:ny
12862,ocd-division/country:us/state:ny/cd:21
12862,ocd-division/country:us/state:ny
12863,ocd-division/country:us/state:ny/cd:21
12863,ocd-division/country:us/state:ny
12864,ocd-division/country:us/state:ny/cd:21
12864,ocd-division/country:us/state:ny
12865,ocd-division/country:us/state:ny/cd:21
12865,ocd-division/country:us/state:ny
12866,ocd-division/country:us/state:ny/cd:20
12866,ocd-division/country:us/state:ny
12866,ocd-division/country:us/state:ny/cd:21
12870,ocd-division/country:us/state:ny/cd:21
12870,ocd-division/country:us/state:ny
12871,ocd-division/country:us/state:ny/cd:21
12871,ocd-division/country:us/state:ny
12872,ocd-division/country:us/state:ny/cd:21
12872,ocd-division/country:us/state:ny
12873,ocd-division/country:us/state:ny/cd:21
12873,ocd-division/country:us/state:ny
12874,ocd-division/country:us/state:ny/cd:21
12874,ocd-division/country:us/state:ny
12878,ocd-division/country:us/state:ny/cd:21
12878,ocd-division/country:us/state:ny
12883,ocd-division/country:us/state:ny/cd:21
12883,ocd-division/country:us/state:ny
12884,ocd-division/country:us/state:ny/cd:21
12884,ocd-division/country:us/state:ny
12885,ocd-division/country:us/state:ny/cd:21
12885,ocd-division/country:us/state:ny
12886,ocd-division/country:us/state:ny/cd:21
12886,ocd-division/country:us/state:ny
12887,ocd-division/country:us/state:ny/cd:21
12887,ocd-division/country:us/state:ny
12901,ocd-division/country:us/state:ny/cd:21
12901,ocd-division/country:us/state:ny
12903,ocd-division/country:us/state:ny/cd:21
12903,ocd-division/country:us/state:ny
12910,ocd-division/country:us/state:ny/cd:21
12910,ocd-division/country:us/state:ny
12911,ocd-division/country:us/state:ny/cd:21
12911,ocd-division/country:us/state:ny
12912,ocd-division/country:us/state:ny/cd:21
12912,ocd-division/country:us/state:ny
12913,ocd-division/country:us/state:ny/cd:21
12913,ocd-division/country:us/state:ny
12914,ocd-division/country:us/state:ny/cd:21
12914,ocd-division/country:us/state:ny
12916,ocd-division/country:us/state:ny/cd:21
12916,ocd-division/country:us/state:ny
12917,ocd-division/country:us/state:ny/cd:21
12917,ocd-division/country:us/state:ny
12918,ocd-division/country:us/state:ny/cd:21
12918,ocd-division/country:us/state:ny
12919,ocd-division/country:us/state:ny/cd:21
12919,ocd-division/country:us/state:ny
12920,ocd-division/country:us/state:ny/cd:21
12920,ocd-division/country:us/state:ny
12921,ocd-division/country:us/state:ny/cd:21
12921,ocd-division/country:us/state:ny
12922,ocd-division/country:us/state:ny/cd:21
12922,ocd-division/country:us/state:ny
12923,ocd-division/country:us/state:ny/cd:21
12923,ocd-division/country:us/state:ny
12924,ocd-division/country:us/state:ny/cd:21
12924,ocd-division/country:us/state:ny
12926,ocd-division/country:us/state:ny/cd:21
12926,ocd-division/country:us/state:ny
12927,ocd-division/country:us/state:ny/cd:21
12927,ocd-division/country:us/state:ny
12928,ocd-division/country:us/state:ny/cd:21
12928,ocd-division/country:us/state:ny
12929,ocd-division/country:us/state:ny/cd:21
12929,ocd-division/country:us/state:ny
12930,ocd-division/country:us/state:ny/cd:21
12930,ocd-division/country:us/state:ny
12932,ocd-division/country:us/state:ny/cd:21
12932,ocd-division/country:us/state:ny
12933,ocd-division/country:us/state:ny/cd:21
12933,ocd-division/country:us/state:ny
12934,ocd-division/country:us/state:ny/cd:21
12934,ocd-division/country:us/state:ny
12935,ocd-division/country:us/state:ny/cd:21
12935,ocd-division/country:us/state:ny
12936,ocd-division/country:us/state:ny/cd:21
12936,ocd-division/country:us/state:ny
12937,ocd-division/country:us/state:ny/cd:21
12937,ocd-division/country:us/state:ny
